cleaned_tweets,sentiment
hilenatafesse anchi ጆርዳና ኩሽና ጋር ተቀጠርሽ እንዴ ምግቡ ግን ያበደ,positive
eskindernega ታላቁ እስክንድር ታሪክ እንደምትሰራ ስናገር ያላንዳች መጠራጠር ድል ለዲሞክራሲ,positive
በመላው አርማጭሆ የገጠር ትምህርት ቤቶች መንግስት መፍትሄ እስኪፈልግ ካልተዘጉ አደጋው ከፍ ያለ ይሆናል,neutral
madyyonas አይሞቅ አይበርዳቸው የሚያሳዝነው የእብሪታቸው ሰለባ የሚሆነው ምስኪኑ የትግራይ ህዝብ,neutral
ኢትዮጵያና ሱዳን በሱዳን ወደብ አጠቃቀም ዙሪያ ስኬታማ ውይይት አድርገዋል እኤአ በ የሱዳን መንግስት ለኢትዮጵያ ሎጅስቲክ አገልግሎት እንዲውል በፖርቱ አቅራቢያ የሰጠው ሺህ ካሬ ሜትር ቦታን በስራ ላይ ለማዋልም ከስምምነት ተደርሷል,neutral
በምስራቅ ጎጃም ሞጣ በመስጂዶችና በሙስሊሞች ንብረት ላይ በአክራሪዎች የተፈፀመውን የሽብር ጥቃት ለማውገዝ የተጠራው የተቃውሞ ሰልፍ በአሁኑ ሰአት በኮምቦልቻ እየተካሄደ ይገኛል ethiopia,neutral
takeleuma አንተም የኦሮሞ ህዝብ ብዙ ተስፋ ጥሎብክ ነበረ ነገር ግን አንተም ሁሉም ነገርለነፍጠኞች መልእክተኛ መሆንክን አሰዝኖኛል ሌላ ቀርቶ እንኳን የመጠክበትን አካባቢ መርሰትክ የመል,negative
,negative
yontr ፓ ፓ ቀዉጢ ፖለቲከኛ ነህ ለካስ የኛ ና ኬኛ ፖለቲካ መሰለህ እንዴ ዝም ብለህ የምትቀደደዉ,mixed
በቴሌግራም ቻናል በቀላሉ መረጃ ለማግኘት ይህንን ሊንክ ተከትለው join ያርጉ መልካም ምሽት elias meseret,positive
tweetofmicky senaitbitew melakabera wurye kalkass kasayerh mikitango ባክህ ይሄን የማያውቅ የለም,neutral
ድሮ ፍቅራችን እግዚአብሄር የመልሰልን ለማጋጨትና ለማለያየት የምትጨነቁ እባካቹ ምንም አይጠቅማቹም ወደ ቦታችው ተመለሱ ምከሬ ሰምታችዋል,positive
hewiinat እውነት ያለሱ እርዳታ እንዴት ተብሎ አልጋ ድረስ ይደረሳል,neutral
,neutral
addispolice ግን ከተማዋ እንደዚህ በወንበዴዎች ስትወረር ምን እያደረገ እያቀደ እንደሆነ እንኳ ቢነግረን ምን አለበት ተሳቃቀቅን እኮ,negative
selamcen ቃልቻ ዘፍን ምነው መላቅጡ ጠፋ,negative
የአዲሱ ውህድ ፓርቲ ፕሮግራም አምስት ዋና መሰረታዊ ጉዳዮች ላይ አተኩሯል,negative
ስሙን እንጂ ግብሩን የማይቀያይረው አዴፓ አመታት ለአማራ ህዝብ ስደት መፈናቀል እንግልት እስራት ሞት የግዛት መሸራረፍ በአማራ ህዝብ የቁጥር ውክልና እልቂት የፈፀመና ያስፈፀመ መሰረታዊ የአማራ ህዝብ ጥያቄዎችን መፍታት የተሳነው,negative
abiyahmedali በውነት የሚያስደስት ስራ ከተማ ውጪ ላለው ህብረተሰብ የሚሰሩ ስራዎች ቢበዙ ግድብ መስኖ ከብት እርባታ በያካባቢው ያለውን ውሀ ብንጠቀም ለማለት ብዙ ትኩረት ለሰፊው ማህበረሰብ ይሰጥእነዛም ስራዎች በየሳምንቱ ይጎብኙ,positive
በጉራጌ ዞን አበሽጌ ወረዳ የደረሱ ሰብሎች ወቅቱን ባልጠበቀ ዝናብ ጉዳት እንዳይደርስባቸዉ በቅንጅት የማሰባሰብ ስራ እየተሰራ,neutral
,positive
rt weirdwo እየተቅለሰለስክ ቲቸር እስክርቢቶ ስትል መምህሩ አሁን ወታደር ሆነህ ጦር ሜዳ ትርፍ ጥይት ያለዉ ልትል ነዉ የተባለ ይኖር ይሆን ethiopia,neutral
antyeaverse እጉቱ ጎበዝ ናት በጣም አያምታታም🤗,neutral
በአለም አይደለሁም እነርሱም በአለም ናቸው እኔም ወደ እመጣለሁ ቅዱስ አባት ሆይ አንድ እንዲሆኑ የሰጠኸኝን በስምህ ጠብቃቸው,positive
ክህደትን የማት ደግፍ ኦሮሞ የሆንክ ሁሉ ከለማ መገርሳ ጎን ቁም ይሄ ሁሉ መከራ የደረሰበት ላንተ ሲል ነውና,neutral
,positive
ethioliberty officiallyabel hymelee ከምርጫ ወረዳ ከፍ ብሎ ስላለው አደረጃጀትና ውክልና ንገረን,neutral
zemickyd አስቤው አላውቅም ግን አይገርምህም ከባድ ቁጥር በጣም,mixed
every time ንብ ብርጭቆዬ ላይ ምናምን ሲያርፍ እማዬ “ሲሳይ ነው” የምትለኝ ነገር እውነት ቢሆን ኖሮ i would have been የሌለ rich,positive
dagmteshome ሀሀሀ ያው ዳር ዳር ማለቴ ለምን ሆነና,neutral
ብአዴን እስከመቼ አማራው ህዝብ ላይ ሽብር እየፈፅመ በወያኔ እያላከከ እየተጫወተ ይቀጥላል በአርማጭኦ የውንብድና እኩር ተግባር ህፃናትን እያፈነ ብር የሚጠይቀው የሚገድለው እራሱ ብአዴን በየከተማው መስጊድ ቤተክርስትያን የሚያቃጥለው እራሱ,negative
,negative
ለየትኛውም የኤሌክትክሮኒክስ ችግሮቾት መፍትሄ ጋር ያገኛሉ ማንኛውንም የኤሌክትክሮኒክስ ጥገናዎች ከተሟላ የእቃ አቀርቦት ጋር እንሰጣለን ላይ ደውሉ ይዘዙን,neutral
ያሲን ኑሩ ይናገረዋል ሰሚ ካለ የየትኛዉም የእምነት ተከታይ ሊሰማዉ የሚገባ ነዉ,neutral
“የሚጠብቀኝ የኢትዮጵያ እናቶች ፀሎት ነው” ስለን አልነበረም እንዴ,positive
aymenlayan እንኳን ሿ ሿ ምን የሚሉት ቀልድ,negative
eskindernega ነክ እንጂ ፀረ ሙስሊም የተባልከው ነክ እንጂ ፀረ ትግራይ የተባልከው ሁሉም አማራ አይደለም በዛሬው ፅሁፍህ ላይ ፅንፈኛው ቄሮ የሚል ፅሁፍ አላየሁም በሰላም አውለኝ ዛሬ በሳለምነው ግን ታላቁ እስክንድር lol,negative
rt fetsum የመሀል አገር ሰው ለትግራይ ያለው ፍቅር ልዩ እውነት የምላችሁ በየቀኑ የኑሮ የሰላም ቀውስ እየገጠመው እንኳ የትግራይ ህዝብ ያጣጣመውን ለውጥ ሳያጣጥም ታፍኖ መቅረቱ የሚያንገበግበ…,neutral
brookbvb ከብዙ እንክብካቤ ጋር,positive
renaissancedam እረባክህሽ ብርቅ እንዴ እንግሊዘኛ,negative
የጋራታሪክማአለን በራስ ሚካኤል ይመራ የነበረው የኦሮሞ ፈረሰኛ ጦር በአድዋዉ ውግያ ላይ ኢባልጉሜ ቁረጠው እያለ እየፎከረ የዳቦርሚዳን ብርጌድ ድባቅ መቷል,positive
ይሄ ጥናት በቶሞካ ቡና ስፖንሰር የተደረገ,neutral
befeqe ethzema eskindernega eskindernega ethzema አንድ አላማ ነዉ ያለን ምትሉት ባልድራስና ኢዜማ መተባበር አቅቷችሁ የአንድነት ሀይሉ ድምፅ ተበታትኖ ኢህአዴግ አአ ላይ አንድ ወንበር ያግኝና ሁለትሽንም ምሬ አልምርሽም ማርያምን ወይ ተባበሩ ወይ ተሰባበሩ,negative
abelpoly ገና አልታወቀም ነገርግን icu intensive care unit ውስጥ እንዳለ ለሁሉም ግልፅ በዚህ ምትፅናና ከሆነ ደግ,neutral
abiyahmedali እንኳን አደረሰህ የኔ መሪ,positive
እስኪ እንገምት በመጪው ምርጫ አዲስ አበባ ላይ ማን ያሸንፋል በግእዝ አልፋቤት የተዘረዘሩት ይህ መሬት ላይ ያለውን እውነት አይገልፅም ግን በኔ ትዊተር ክበብ ያለውን ይገልፃል,neutral
“በመወለዱ ብዙዎች ደስ ይላቸዋል” ሉቃስ ቅዱስ ደግ አቡነ ተክለሀይማኖት ታሀሳስ ተወለዱ አባታችን ረድኤታቸው በረከታቸው አማላጅነታቸው አይለየን ፈጣሪ ሆይ ኢትዮጵያ ህዝቦቿን በቸርነትህ ይጠብቅልን ❤,positive
abiyahmedali አብቹ ለለውጥ ምሳሌ የሆነ መሪ ለውጥ ደግሞ የሁላችንም ሜዳ ውስጥ ገብቶ መጫወት የሚፈልግ ሂደት ሁላችንም የመሪያችንን መልካም ተግባራት ተከትለን ለሀገራችን ብልፅግና እንስራ,positive
በኦሮሚያ የአናሳዎች መብትና ግፍ,neutral
lilyanavasquez echanist mingxluvs ክርስቶስም መልካም አስተሳሰብና አድናቆት ሊኖረን ይችላል ከነዚህም ሁሉ አልፈን ለቤተ ክርስቲያንና ለወንጌል አገልግሎት የገንዘብና የሞራል ድጋፍም ልናደርግ እንዲሁም በመንፈሳዊ ፕሮግራሞች ልንሳተፍ እንችላለን በዚህ ምድር ህይወታችንም,positive
abrahamabr ለኔ ኢትዮጵያዊት ቆንጆ ማለት ራሷን የምታውቅ ኢትዮጵያ ዊነት የሚኮራን የባህል ና ትውፊት በለፀጋ ህዝቦች መሆናችንን የምታውቅ ሴት ናት ለኔ ቆንጆ ማንነቱን የሚውቅ የሚከብር እንጅ በሌላ ሰው ማንነት ራስን ሸጦ ራስን የሚዋርድ አይደለም,positive
ለክብርት ወሮ ዳግማዊት ሞገስ ባሉበት ከአዲስ አበባጎሀፅዮን ያለው መንገድ በሚገባ ስለተነዳደለ ስለተገባበጠ የኢትዮጵያ የባህል ስፖርቶች ፌስቲቫል ሲካሄድ ለገበጣ ማጫዎቻ እንዲያቀርቡት ስል በትህትና እጠይቃለሁ ተጓዡ አክባሪዎ,mixed
,negative
hymelee madyyonas ደግሞ አብሯት እንደተማረ ሰው በመጠኑም ቢሆን አውቃታለሁ ከኔ ጋር ጥሩ የሚባል ግንኙነት ነበረን እርግጥ በፃፈችው ነጥቦች ሁሉም ባልስማማም ስለ ኢትዮጵያ አየር መንገድ የጠቀሰችበት መንገድ ግን ልክ ናት በተጨማሪ ነጭ ያገቡ ሴቶችም ብዙ ስድብ,positive
officiallyabel abbasheger ባርኔጣህ ወድቆ ማንሳት እስከምያቅትህ ሮጠህ አይደል እንዴ ያመለጥከው ምነው በገዛ ሀገራችን ወደህ የሰጠኸን አስመሰልከው,neutral
alulasolomon ኢትዮጵያ ከምትባል ሀገር ብሎ አረፍተነገር መጀመር ምን ማለት ነዉ,neutral
በሞጣ አራት የፀጥታ ሀላፊዎች በቁጥጥር ስር ዋሉ,positive
abrshel ከውሸታም ይልቅ ደግሞ የወንድ ቆንጆ ይመቸኛል ሌሎቹ ከፊልም ማጀቢያነት ያለፈ ሚናም ያላቸው አይመስለኝም ኦቨርሬትድ ማለት የተሰቀለችበት ጣሪያ አይገባትም ማለት እንጂ አትችልም ማለት እኮ አይደለም,mixed
የሚኒስትሮች ሹመት በህገመንግስቱ አንቀፅ መሰረት የጠሚው ስልጣን የካቢኔ አባላቱን ሚኒስትሮችን ለፓርላማው በመጠቆም ማስፀደቅ እንጂ በራሱ መሾም አይደለም በቅርቡ የተሾሙት ሚኒስትሮች በዚህ ሂደት አለማለፋቸው ጥያቄ ያስነሳል,neutral
የግንባታ ፈቃድ ዋና አላማው ለመኖሪያ ቤት ህገወጥ ግንባታን ለመቆጣጠር ሰው ካርታ ካለው ውሱን የግንባታ ፍቅድጊዜ ሰውን እንዲሸጥ የሚገፋ የመኖሪያ መሆኑ ተረጋግጦ ቀስ ብሎ አንዲሰራ ማበረታታት ሲገባ በመቅጣት በማሰጨነቅ ለብዙ ቾግር,neutral
,neutral
,neutral
zemenuya ማዝነው ምን ያህል ሰው አሳስቶ ሲያበቃ በሱ ላይ የሚቀርብን ትችት ሀይማኖቱ ላይ የተሰጠ አስመስለው ክርክር የሚገጥሙና ለኛ ካልሆነች ትፍረስ ባዮች ናችው,negative
,mixed
በመላው የከፍተኛ ትምህርት የተንሰራፋውን ችግር አንዳንድ ዩኒቨርስቲዎች ብለህ ትዘግባለህ,negative
እዚህ አገር ነፃ አውጪ በዛ ከምን ነፃ እንደሚያወጣን አላውቅም ነፃ እያወጣን እኛን ኑሯችንን ነፃ አደረጉ ሀይሌ ገብረስላሴ,positive
dawitsolomon ምን ችግር አለው ጋላ እንደሆን ደም የለውም,negative
fitih የሚሸማቀቁበትን የጭቆና ታሪክ ሁሌ ፈጠራ እንዳሉ የነሱ ተረት ግን እውነተኛ ታሪክ የሄ የተለመደ ባህሪያቸው ምን አዲሰ ነገር አለው,positive
ይሄኔ የወደፊት ሚስቴ ሀብታም ባል ማገባው እያለች ታስብ ይሆናል,negative
የአዲስ አበባ ነዋሪዎች መፈክር ግልፅ ሰፋሪ እያላችሁ ከቤቴ አዲስ አበባ አታፈናቅሉኝ በኦሮሞ ክልል ተከብሀልና እጅህን ስጥ ለምትሉት አልሰጥም ባልደራስ አዲስ አበባ ፓርቲ ባአአፓbaap ተብሎ ሊጠራ የሚችል ያሸንፋል,neutral
getachewss ባህር ዳር የድሀ ምግብ አሳ ሲሆን አአ ደሞ ሀሳብ በውቀቱ ስዮም እውነት ለመናገር አሳ ብስኩት መንገድ ዳር እየተጠበሰ ሲሸጥ ባህር ዳር አይቼ ተደምሜ ተደምሜ ባህር ዳር ግን ምን ያላየሁት አለ,neutral
የጅማ አባ ጅፈር አስተዳዳሪዎች የእግር ኳስ አፍቃሪው ላይ እየቀለዱ የከተማው ከንቲባ ባይኖር ክለቡ ይፈርስ ለነገ ጨዋታ ዛሬ መንገድ ላይ ያሉት ጅማ አባ ጅፋሮች የ ወር ደሞዝ አልተከፈላቸውም this is terrible,negative
ህይወት እንዷዛ ቢመስልም ቀላል ሁሉን እያወቁ ሞኝነት ደስ ይላል — listening to yohana,neutral
የህዳሴ ግድብ የሶስትዮሽ ውይይት ያለስምምነት ተጠናቀቀ,neutral
❖ማንዩናይትድ ሁለት ተከታታይ የፕሊግ ጨዋታ ኤምሪትስ ላይ ጎል አላስቆጠረም,neutral
ጠቅላይ ሚኒስትር አቢይ አህመድ ቦረና ዞን ያቤሎ ከተማ ጉብኝት ላይ ናቸው,positive
pmethiopia ኡፍ ማስተባበያው ግን ስለ እውነት ያስጠላል በዚያ ላይ ወላጆቹን ቤተ መንግስት ከማምጣት ልጆቹን ብትሰጧቸው መልካም ይመስለኛል አሁን እኮ ጉዳዪ የቤተሰቦቻቸው ብቻ አይደለም የህዝብ ጭምር እንጂ,mixed
nidda እውነትም አስተኝቷት ይሆናል የመጣው,neutral
በአንድ ሳምንት ጊዜ ወስጥ አራት ሚሊየን ብር የሚጠጋ ዋጋ ያለቸው የኮንትሮባንድ እቃዎች መያዙን የገቢዎች ሚኒስቴር አስታወቀ ኢትዮ ኤፍ ኤም ታህሳስ ቀን አም,neutral
እውነተኛ አማራ የአስማረ ዳኘ ሸዋ ብቻ ነውውውውውውው,mixed
madigudisi ደህና አደሩ 🤗,positive
,positive
የአሰልጣኞች ገፅ ክፍሌ ቦልተና ክፍል ቀደምት የአሰልጣኝነት አመታት,neutral
የሁለት ክልሎች እገታ ወግ ኢትዮጵያዊነትን ሲፈታተን ለኔ የሰሜን ጎንደሩን የህፃናት ጠለፋና ግድያ ሸፋፍኖ የሴት ተማሪዎች ጠለፋን በወሬ ከሚያጧጡፈው ዘውገኛ ፀረኢትዮጵያ ይልቅ ይልቅ ሸኔ የተሻለ ኢትዮጵያዊ ዘውገኝነት እንዲህ ከሰው ተራ,neutral
isuchisu መቼም ኢንፊልትሬት የሚያደርግ ሰው አታጣምና ታየ የምትለውን ቪዲዮ ለምን አታጋራንም እኛም እንየውና ሀቅ ካለህ የዘመቻህ አካል እንሁን,neutral
tesfamaryam ማታ ችግር እንዴ ሰላምዬ 🥃,neutral
እሁድ እለት ከአምናው ቻምፒዮን መቐለ እንደርታ ጋር የምናካሂደው ታሪካዊ ግጥሚያ ሊያመልጥዎ አይገባም እሁድ ወደ አሸናፊነታችን የምንመለስበት እለት ቅዱስ ጊዮርጊስ የኢትዮጵያ እግር ኳስ ንጉስ,neutral
የሉቃስ ወንጌልluke እነሆ ለህዝቡ ሁሉ የሚሆን ታላቅ ደስታ የምስራች እነግራችኋለሁና አትፍሩ ዛሬ በዳዊት ከተማ መድሀኒት እርሱም ክርስቶስ ጌታ የሆነ ተወልዶላችኋልና,positive
jeberara takeleuma ያ እንደዛ ሲባል ሰምቻለሁ እውነት ከሆነ ይደብራል ለኢትዮጵያ ሙዚቃ ለሌላው አለም ብቻ ሳይሆን ለኛም ቢሆን እንዲመቸን አርጎ በማቅረቡ ባለውለታችን,positive
የኢዜማን ቴሌግራም ቻናል እከታተላለሁ በፖሊሲ በደንብ የተዘጋጀ በእውቀት ላይ የተመሰረተ የሀገሪቷ ችግር በስሜት በመነዳት እንደማይፈታም ገብቷቸው ሊያሳዩን እየሞከሩ ሁሉም አማራጩን ያምጣና ይታይ ጩሀት ብቻ እንጀራ አይሆንም,positive
,neutral
,neutral
በአሁኑ ሰአት ምርጫ በማድረግም ይሁን ምርጫ በማዘግየት ያለባትን ፖለቲካዊ ችግር መፍታት የማትችል ብቸኛዋ የአለማችን ሀገር የኔዋ ኢትዮጵያ ትመስለኛለች ትስማማላቹ ወይስ አትስማሙም,neutral
awushwish ቴ አስበክ የደረስክበት ድምዳሜ ይሄ ከሆነ ችግሩ ከእስኬ ሳይሆን ካንተ ለማሰብ አልተፈጠርክ ይሆናል እስኪ ደግሞ ሳታስብ ሞክር,neutral
እንደምን አደርክ ዛሬ በጣም ቀዝቃዛ ደህና ሁሉም ሰው በአዲሱ አመት ውስጥ እንዴት እየሄዱ በጣም ደህና ነኝ ይህ አመት ያለምንም ችግር ጥሩ ቀን ይሁን…,mixed
shegerfm ለምን አንችልም,neutral
abiyahmedali abbichuun ዛሬ በደንብ ደግፉት ነገ ዞራቹ ውሻ ጩሁበት,neutral
zemenuya semiraam dahabesha ባለ ኮኮቡን ባንዲራ የማያውለበልበው ክፍል ይሆን ያጤ ምኒሊክ ልደትን ጠብቆ ፕሮፋይል ፒከቸሩን የንጉሱን የሚያደርገው,neutral
eeuethiopia መብራት አለማጥፋት እንደትልቅ ስጦታ ይታይላችኋል,neutral
rt hailefida ህዝብ እንደፈለገው የምትመራው እንጂ እንደፈለግከው የምትመራው አይደለም እሱንም ከመረጠህ ህዝብ በግ አይደለም በህፃናት አስተሳሰብና በ’ሰርፕራይዝ የሚመራው ሳትመረጡ ስልጣን ተፈናጣ…,positive
myrthoughts abiyahmedali ይሄ በጎ ጅማሬ ሌላ አምባገነን ስትል ኢህአዴግ አምባገነን እያልክ ከሆነ እሱን በፍትሀዊ ስርእአት ለመተካት ትክክለኛው መንገድ ምን ማድረግ ብለህ ታስባለህ,mixed
ሰው ያስባል እግዚአብሄር ይፈፅማል,positive
,negative
haymana አይ ተጨማሪ ሀይል ከተፈለገ አለን ለማለት,neutral
bbc news አማርኛ ገዳ የወደፊቱ የፖለቲካ ስርአት መሆን ይችላል ፕሮፌሰር አስመሮም ለገሰ,neutral
የቀድሞው “አንድነት” ስባል የነበረው የነፍጠኞች ፓርቲና አሁን ተወለደ የሚባለው የአብይ የመደመር ፍልስፍና bilxiginnaa ልዩነቱ ምንድን ነው🤣🥳🤥ዶሮን ስያታልሏት,negative
,negative
ኢትዮጃዝ ከተፈጠረ አመት ሞላው❤️ ጋሽ ሙላቱን የምታውቁ የእርስዎ ሙዚቃ ቀልቧን ለመሰብሰብና ለማንበብ እጅጉን የሚረዳት አንዲት ግለሰብ ለኛ አመቱም ለገና በአልም እንኳን አደረስዎት ለእኔ ሲሉ እንኳን የሞዘቁ ብላዎታለች በሉልኝ እስቲ,positive
የከሸፈ መንግስት ከገበያ ዩኒቨርሲቲ ግቢ የሚል መፅሀፍ በቅርብ ቀን,neutral
haimanotwua ፒፒ አሁንም ድግስ ላይ ናቸው,neutral
,neutral
,negative
አሁን የምናፀዳበት ልብ የለንም ዶክተር አብይ አማካሪውን መምረጥ ይችላል ደግሞ ዶክተር አብይን የመምረጥ ያለ መምረጥ መብታችንን እናሳየዋለን ብላለች አምባሳደር ፍፁም አረጋ ባለበት መልእክት ተላልፏል አብዱረሂም አህመድ,neutral
rt mulanberber ምንሊክማ የቋንቋ ለዛቸውም ደስ ይል,positive
ታህሳስ ከዚህ በኋላ ፕሮጀክቶች እንዲመሩበት እንዲተዳደሩበት የታለመ ረቂቅ ህግ ለህዝብ እንደራሴዎች ምክር ቤት ቀርቧል ትእግስት ዘሪሁን shegerwerewoch ethiopia,neutral
የአሰልጣኞች አስተያየት ወልቂጤ ከተማ ቅዱስ ጊዮርጊስ,neutral
zemenuya እረ በአላህ ይሄ ልጅ እያስገመተን ነዉ,negative
,neutral
sahlemaryamh tsedalelemma እንዲህ እያልክ እራስህን አፅናና ቅኔም አልገባህ የሌንንም ልክፍት አይለቅህም አስክታሸልብ ለፍልፍ እንግዲህ,negative
fairytale ከአንድ ክፉ ወዳጄ የተሰረቀ ብርቅዬ ምክር አንቺ ሆነሽብኝ,mixed
,neutral
,positive
ኢር ታከለ ኡማ ካቢኔያቸው ከህዝብ ተወካዩች ምክር ቤት አባላት ጋር ተወያዩ የህዝብ ተወካዩች ምክርቤትም የከተማ አስተዳደሩ የከተማዋን ነዋሪዎች ህይወት ለመቀየር እያደረገ ያለውን እንቅስቃሴ እንደሚያደንቅ መግለፁ ተሰምቷል,positive
ለተማሪዎች በቂ ጥበቃ እንደሚያደርግ ባለሙያ በዚህ ቀን ካልገባችሁ በፈቃዳችሁ ለቃችሀል የሚል ርካሽ ማስፈራሪያ ከመለጠፍና ጠባቂ በሌለው ተማሪና ወላጅ ከመቀለድ ችግር ያለባቸውን መዝጋት ብቸኛ መፍትሄ ይመስለኛል,neutral
ethioreporter የሚያወሩትን አያውቁትምና ይቅር በላቸው ጌትሽ አንዳንዴ በዞረ ድምር ይቀባጥራልና ሽሮ ፍትፍት ይሰጠው,neutral
እርግጥ የአብይ ፋሽስታዊ ስርአት መፍረሱ አይቀርም የሚያናድደኝ ነገር ግን አብይ መንግስቱ የፈረጠጠ እለት,negative
abiyahmedali መርዝ አጭበርባሪ እንኳን አመት ያንተ ፖርቲ ሊመራን አመቱ እንኳነ አመት የሆነብን እንዳንተ አይነቱ ዘረኛ ለኢትዮጵያ ጠንቅ መርዝ 🤮🤮,neutral
ከመጅሊስ መፍትሄ ስንጠብቅ ድሮ ምናቀቻው ችግሮች አንድ ሁለት ተብሎ ተዘርዝሮ መጡልን,negative
,neutral
«አንቺኮ ቅኔ ነሽ» ሲፈጥርሽ ጀምሮ ጠቢብ ሰው ካልሆነ ማንም የማይፈታሽ ለዚህ እምዬ ህመምሽ ሳይገባን የሚፈሰው እምባሽ ❤ ልብ አልባው ገጣሚ,positive
rt tesfanews በዚ ትማሊ አጋጢሙኒ ዝነበረ ሀያል መጥቃእቲ ተሰዊኤ ነይረ እንተዝኸውንውን ንዝቃለሰሉ ዘለኹ እላማ ዝተረከቡ መንእሰያት ፈርዮም ስለ ዘለዉ ሀላልዩ ነይሩ ቃል ወናኒ ራድዮ ሀሰና አማኑኤል…,neutral
ጋምቤላ ከመሄዴ በፊት ለማ የሚባለው ስም ስድብ መሆኑን አላቅም ስድብ መሆኑን ግን የገባኝ ያኔ አሁን,neutral
አቶ ተገኔ ጌታነህ የቀድሞው የፌዴራል ጠቅላይ ፍርድ ቤት ፕሬዝደንት ባደረባቸው ህመም ህዳር ቀን አም አርፈዋል የተሰማኝን መራር ሀዘን እየገለፅኩኝ ለቤተሰቦቻቸው ና ለወዳጅ ዘመዶቻቸው መፅናናትን እመኛለሁ,neutral
nardosabebe kibruyisfa sassywagi hermelabrook በህገመንግስቱ ላይ የተቀመጠን የልዩ ጥቅም ሀሳብ የጅል የምትለው ከፍተኛ ጉዳት ማድረስ የሚችሉ የፖለቲካ ሀይሎችን ያሰባሰበ የይገባኛል ጥያቄ በአዲስ አበባ ነዋሪዎች ላይ ያሳደረውን ስጋት መልስ አያስፈልገውም የምትለው ማነው ጅሉ,neutral
bisratshiferaw frehiwotng fergif ጠላት አይኑ እያየ ጆሮው እየሰማ እንኳን ተወለዱልን ኢትዮጵያ ለዘላለም ትኑር አገራችን የሚጠላ ይጠላ ሊያጠፋት የሚያስብ ይጥፋ,mixed
kefiradechatu ሙስሊሙ በጃንሆይ ዘመን እንኳ የደረሰበትን መገለል «መገለል አይደለም» የሚል ማስተባበያ የሚሰጡ ሰዎች ጋር በጭቆና ምንነት ላይ መግባባት ራሱ ከባድ ሙስሊሙ ላይ አሁን ያሉት ችግሮች የበፊቱ ማሀበረ ፖለቲካ እንፅብራቂዎች ናቸው,negative
እንክዋን አደረሰን ጥር ቀን የሰማእቱ ቅዱስ እስጢፋኖስ በአለ እረፍት ዛሬም የግፍ አእባን ለሚወርድባቸው ቀዳሜ ሰማእት ይማልድልን አሜን,positive
,negative
ክልሉ መነሻቸውን አጎራባች ክልሎች ባደረጉ ትንኮሳዎችና በተፈፀሙ ጥቃቶች በርካታ ንፁሀን ዜጎች ውድ ህይወታቸውን ተነጥቀዋል ከፍተኛ አመራሮቻችን በግፍ ተገድለዋል ብሏል ይኸን ያለው አቶ አብዱላሂ ሶጃር በኦሮሚያ ክልል ከተገደሉ በኋላ,negative
,positive
,neutral
youtube tsionnews voaamharic eskindernega መደራደሪያ መነጋገሪያ ሀሳቦችን የሚነድፉት ፅንፈኛ ብሄርተኞች ሆነዋል በተቃራኒው ሁሉንም ሊያስማማ የሚችሉ ሚዛናዊ ሀሳቦችን የያዙ እስክንድር አይነት ሰዎች ግን ይደፈቃሉ ሀገሩም ይንደድ ቁጭ ብላችሁም ተመልከቱ ነገሩ,neutral
,positive
plsbillyeppler ጊዜህ ደርሷል በቅርቡ ያልቃል ደም የሚፈስ ደም የእርስዎ ቤተሰብ ከእንግዲህ የለም ጊዜው በቅርቡ በቅርቡ ጊዜዎ ይመጣል,neutral
befeqe ethzema eskindernega ኢዜማ እስክንድር አንድ ላይ መስራት አለባቹ ያለዚያ ሸገርን የዘረኞች መፈንጫ ምታደርጉት እባካቹ በመተባበር አብራቹ ስሩ,neutral
ጠሚር አቢይ አህመድ ከቦረና ዞን የህብረተሰብ ተወካዮች ጋር ውይይት አካሄዱ ከያቤሎ ከተማና ከዞኑ ተወካዮች ለተነሱላቸው ጥያቄዎች ምላሽ ሰጥተዋል,neutral
beyene antesho hanamariyam bekilucyfer heyab yohannesv የባህል ህክምና ጀምረናል…በአዲስ መልክ,positive
natnaelmekonne ከጃል መሮ የከፋው ከተማ ውስጥ ያለው ጃዋር የሚባል ሽፍታ ላይ በደንብ ቢሰሩበት አሪፍ,positive
በአላህ ስም እጠይቃችሁለው ከዛሬዋ ቀን በኋላ ዘመድኩንን ጨምሮ ሌሎችም ዘገምተኞች የፃፉትን እንዲሄ አሉ እያላችሁ አትፃፉልን ከነርሱ ፖስት ስር አስተያየት መስጠታችሁ ይበቃል,negative
ጠንቋይ አይደለሁም ግን ልደቱ አያሌውን የያዘ ፓርቲ አዲስ አበባ ላይ አንድ የምክርቤት ወንበር አይደለም ከታክሲ ረዳቱ አጠገብ ያለችውን ኩርሲ እንኳን አያገኝም,negative
,neutral
አቤት አውቀት አቤት ድድብና ሌላው ቢቀር ልዋላዊ ለገር ምን ማለት እንደሆነ እንኳን በቅጡ ያልገባው ሰው እንዲ ይላል,neutral
voaamharic በጣም ደስ ይላል በጨለማ ውስጥ የታሰረ ሲፈታ,positive
,neutral
beyene flawlessinet it is good ፍቱን መድሀኒት ከ የበአል ምግብ ብሗላ,positive
ግሩም ስራ እንደሚሆን አልጠራጠርም ናሙናው ራሱ ይናገራል,positive
